"384","821","NLP","NETWORK","NLP_ANOMALY","33.8005144","-117.2202284","33.8004918","-117.2201921","4.191","13.75","15.254","50.04","04/05/2026 13:02:48","04/05/2026 13:02:55","6.814","","","1775422968764","1775422975578","Fix,NLP,33.8004918000,-117.2201921000,405.5,,26.183,,1775422975578,,,3487325000000,1.0,0,,,","33.80047585","-117.22027869","311","480","11268","11297539","-102","LTE","LTE","5230","242","8.2","33.80047585,-117.22027869,399,311,480,11268,11297539,-102,LTE,LTE,5230,242"
"391","837","NLP","NETWORK","NLP_ANOMALY","33.8004918","-117.2201921","33.8005264","-117.2202339","5.452","17.89","13.029","42.75","04/05/2026 13:02:55","04/05/2026 13:03:02","6.826","","","1775422975578","1775422982404","Fix,NLP,33.8005264000,-117.2202339000,405.5,,20.784,,1775422982404,,,3494151000000,1.0,0,,,","33.80047585","-117.22027869","311","480","11268","11297539","-102","LTE","LTE","5230","242","7","33.80047585,-117.22027869,399,311,480,11268,11297539,-102,LTE,LTE,5230,242"
"400","857","NLP","NETWORK","NLP_CRIME","33.8005264","-117.2202339","33.8003511","-117.2203516","22.321","73.23","12.667","41.56","04/05/2026 13:03:02","04/05/2026 13:03:09","7.229","","","1775422982404","1775422989633","Fix,NLP,33.8003511000,-117.2203516000,405.5,,28.825,,1775422989633,,,3501380000000,1.0,0,,,","33.80035408","-117.22034382","311","480","11268","11297570","-103","LTE","LTE","1000","242","0.8","33.80035408,-117.22034382,404,311,480,11268,11297570,-103,LTE,LTE,1000,242"
"407","871","NLP","NETWORK","NLP_CRIME","33.8003511","-117.2203516","33.8001657","-117.2201953","25.171","82.58","36.368","119.32","04/05/2026 13:03:09","04/05/2026 13:03:16","6.802","","","1775422989633","1775422996435","Fix,NLP,33.8001657000,-117.2201953000,405.4000244140625,,24.773,,1775422996435,,,3508182000000,1.0,0,,,","33.80034741","-117.22033806","311","480","11268","11297570","-98","LTE","LTE","1000","242","24.1","33.80034741,-117.22033806,403,311,480,11268,11297570,-98,LTE,LTE,1000,242"
"415","886","NLP","NETWORK","NLP_ANOMALY","33.8001657","-117.2201953","33.8001819","-117.2201612","3.629","11.91","36.171","118.67","04/05/2026 13:03:16","04/05/2026 13:03:23","6.796","","","1775422996435","1775423003231","Fix,NLP,33.8001819000,-117.2201612000,405.4000244140625,,21.851,,1775423003231,,,3514978000000,1.0,0,,,","33.80034741","-117.22033806","311","480","11268","11297570","-98","LTE","LTE","1000","242","24.6","33.80034741,-117.22033806,403,311,480,11268,11297570,-98,LTE,LTE,1000,242"
"422","901","NLP","NETWORK","NLP_CRIME","33.8001819","-117.2201612","33.8004109","-117.2201919","25.621","84.06","16.141","52.96","04/05/2026 13:03:25","04/05/2026 13:03:29","3.17","","","1775423005889","1775423009059","Fix,NLP,33.8004109000,-117.2201919000,405.5,,33.285,,1775423009059,,,3520806000000,1.0,0,,,","33.80047585","-117.22027869","311","480","11268","11297539","-102","LTE","LTE","5230","242","10.8","33.80047585,-117.22027869,399,311,480,11268,11297539,-102,LTE,LTE,5230,242"
"430","918","NLP","NETWORK","NLP_ANOMALY","33.8004109","-117.2201919","33.8003961","-117.2201814","1.91","6.27","17.693","58.05","04/05/2026 13:03:29","04/05/2026 13:03:35","6.806","","","1775423009059","1775423015865","Fix,NLP,33.8003961000,-117.2201814000,405.4000244140625,,23.5,,1775423015865,,,3527612000000,1.0,0,,,","33.80047585","-117.22027869","311","480","11268","11297539","-102","LTE","LTE","5230","242","12.6","33.80047585,-117.22027869,399,311,480,11268,11297539,-102,LTE,LTE,5230,242"
"438","934","NLP","NETWORK","NLP_CRIME","33.8003961","-117.2201814","33.8004384","-117.2202549","8.261","27.1","9.623","31.57","04/05/2026 13:03:35","04/05/2026 13:03:43","7.266","","","1775423015865","1775423023131","Fix,NLP,33.8004384000,-117.2202549000,405.5,,28.987,,1775423023131,,,3534878000000,1.0100759,0,,,","33.80047585","-117.22027869","311","480","11268","11297539","-102","LTE","LTE","5230","242","4.7","33.80047585,-117.22027869,399,311,480,11268,11297539,-102,LTE,LTE,5230,242"
"446","950","NLP","NETWORK","NLP_CRIME","33.8004384","-117.2202549","33.8004706","-117.2201982","6.346","20.82","14.409","47.28","04/05/2026 13:03:43","04/05/2026 13:03:50","7.213","","","1775423023131","1775423030344","Fix,NLP,33.8004706000,-117.2201982000,405.5,,24.396,,1775423030344,,,3542091000000,1.0,0,,,","33.80047585","-117.22027869","311","480","11268","11297539","-102","LTE","LTE","5230","242","7.5","33.80047585,-117.22027869,399,311,480,11268,11297539,-102,LTE,LTE,5230,242"
"461","982","NLP","NETWORK","NLP_CRIME","33.8004706","-117.2201982","33.8003436","-117.2201678","14.398","47.24","21.869","71.75","04/05/2026 13:03:58","04/05/2026 13:04:04","5.631","","","1775423038778","1775423044409","Fix,NLP,33.8003436000,-117.2201678000,405.4000244140625,,35.631,,1775423044409,,,3556156000000,1.0,0,,,","33.80034741","-117.22033806","311","480","11268","11297570","-98","LTE","LTE","1000","242","15.7","33.80034741,-117.22033806,403,311,480,11268,11297570,-98,LTE,LTE,1000,242"
"469","997","NLP","NETWORK","NLP_ANOMALY","33.8003436","-117.2201678","33.8003283","-117.2202178","4.923","16.15","19.734","64.74","04/05/2026 13:04:04","04/05/2026 13:04:11","6.923","","","1775423044409","1775423051332","Fix,NLP,33.8003283000,-117.2202178000,405.5,,34.342,,1775423051332,,,3563079000000,1.0,0,,,","33.80034741","-117.22033806","311","480","11268","11297570","-98","LTE","LTE","1000","242","11.3","33.80034741,-117.22033806,403,311,480,11268,11297570,-98,LTE,LTE,1000,242"
"478","1015","NLP","NETWORK","NLP_CRIME","33.8003283","-117.2202178","33.8005231","-117.2202407","21.764","71.4","12.302","40.36","04/05/2026 13:04:11","04/05/2026 13:04:18","7.196","","","1775423051332","1775423058528","Fix,NLP,33.8005231000,-117.2202407000,405.4000244140625,,19.014,,1775423058528,,,3570275000000,1.0,0,,,","33.80047585","-117.22027869","311","480","11268","11297539","-102","LTE","LTE","5230","242","6.3","33.80047585,-117.22027869,399,311,480,11268,11297539,-102,LTE,LTE,5230,242"
