timestamp,dose_uSv,raw
2026-03-23T22:31:39+00:00,2.723,2723
2026-03-23T22:36:59+00:00,2.725,2725
2026-03-23T22:42:19+00:00,2.727,2727
2026-03-23T22:47:39+00:00,2.729,2729
2026-03-23T22:55:07+00:00,2.732,2732
2026-03-23T23:00:27+00:00,2.734,2734
2026-03-23T23:05:47+00:00,2.736,2736
2026-03-23T23:11:07+00:00,2.738,2738
2026-03-23T23:16:27+00:00,2.739,2739
2026-03-23T23:21:47+00:00,2.742,2742
2026-03-23T23:29:15+00:00,2.743,2743
2026-03-23T23:34:35+00:00,2.745,2745
2026-03-23T23:39:55+00:00,2.748,2748
2026-03-23T23:45:15+00:00,2.75,2750
2026-03-23T23:50:35+00:00,2.752,2752
2026-03-23T23:55:55+00:00,2.754,2754
2026-03-24T00:03:23+00:00,2.756,2756
2026-03-24T00:08:43+00:00,2.758,2758
2026-03-24T00:14:03+00:00,2.76,2760
2026-03-24T00:19:23+00:00,2.763,2763
2026-03-24T00:24:43+00:00,2.765,2765
2026-03-24T00:30:03+00:00,2.767,2767
2026-03-24T00:37:31+00:00,2.769,2769
2026-03-24T00:42:51+00:00,2.771,2771
2026-03-24T00:48:11+00:00,2.773,2773
2026-03-24T00:53:31+00:00,2.775,2775
2026-03-24T00:58:51+00:00,2.777,2777
2026-03-24T01:04:11+00:00,2.779,2779
2026-03-24T01:12:11+00:00,2.781,2781
2026-03-24T01:17:31+00:00,2.783,2783
2026-03-24T01:22:51+00:00,2.786,2786
2026-03-24T01:28:11+00:00,2.788,2788
2026-03-24T01:33:31+00:00,2.79,2790
2026-03-24T01:38:51+00:00,2.792,2792
2026-03-24T01:46:19+00:00,2.794,2794
2026-03-24T01:51:39+00:00,2.796,2796
2026-03-24T01:56:59+00:00,2.798,2798
2026-03-24T02:02:19+00:00,2.8,2800
2026-03-24T02:07:39+00:00,2.802,2802
2026-03-24T02:12:59+00:00,2.804,2804
2026-03-24T02:20:27+00:00,2.806,2806
2026-03-24T02:25:47+00:00,2.808,2808
2026-03-24T02:31:07+00:00,2.81,2810
2026-03-24T02:36:27+00:00,2.813,2813
2026-03-24T02:41:47+00:00,2.815,2815
2026-03-24T02:47:07+00:00,2.817,2817
2026-03-24T02:54:35+00:00,2.819,2819
2026-03-24T02:59:55+00:00,2.821,2821
2026-03-24T03:05:15+00:00,2.823,2823
2026-03-24T03:10:35+00:00,2.825,2825
2026-03-24T03:15:55+00:00,2.827,2827
2026-03-24T03:21:15+00:00,2.829,2829
2026-03-24T03:28:43+00:00,2.831,2831
2026-03-24T03:34:03+00:00,2.833,2833
2026-03-24T03:39:23+00:00,2.835,2835
2026-03-24T03:44:43+00:00,2.837,2837
2026-03-24T03:50:03+00:00,2.839,2839
2026-03-24T03:55:23+00:00,2.841,2841
2026-03-24T04:02:51+00:00,2.843,2843
2026-03-24T04:08:11+00:00,2.846,2846
2026-03-24T04:13:31+00:00,2.848,2848
2026-03-24T04:18:51+00:00,2.85,2850
2026-03-24T04:24:11+00:00,2.852,2852
2026-03-24T04:29:31+00:00,2.854,2854
2026-03-24T09:10:03+00:00,2.856,2856
2026-03-24T09:15:23+00:00,2.858,2858
2026-03-24T09:20:43+00:00,2.86,2860
2026-03-24T09:26:03+00:00,2.863,2863
2026-03-24T09:31:55+00:00,2.865,2865
2026-03-24T09:37:15+00:00,2.867,2867
2026-03-24T09:44:43+00:00,2.869,2869
2026-03-24T09:50:03+00:00,2.871,2871
2026-03-24T09:55:23+00:00,2.873,2873
2026-03-24T10:00:43+00:00,2.876,2876
2026-03-24T10:06:03+00:00,2.878,2878
2026-03-24T10:11:23+00:00,2.88,2880
2026-03-24T10:18:51+00:00,2.882,2882
2026-03-24T10:24:11+00:00,2.884,2884
2026-03-24T10:29:31+00:00,2.886,2886
2026-03-24T10:34:51+00:00,2.889,2889
2026-03-24T10:40:11+00:00,2.89,2890
2026-03-24T10:45:31+00:00,2.892,2892
2026-03-24T10:52:59+00:00,2.895,2895
2026-03-24T10:58:19+00:00,2.897,2897
2026-03-24T11:03:39+00:00,2.899,2899
2026-03-24T11:08:59+00:00,2.901,2901
2026-03-24T11:14:19+00:00,2.903,2903
2026-03-24T11:19:39+00:00,2.905,2905
2026-03-24T11:27:07+00:00,2.907,2907
2026-03-24T11:32:27+00:00,2.909,2909
2026-03-24T11:37:47+00:00,2.911,2911
2026-03-24T11:43:07+00:00,2.913,2913
2026-03-24T11:48:27+00:00,2.915,2915
2026-03-24T11:53:47+00:00,2.917,2917
2026-03-24T12:01:15+00:00,2.919,2919
2026-03-24T12:06:35+00:00,2.921,2921
2026-03-24T12:11:55+00:00,2.923,2923
2026-03-24T12:17:15+00:00,2.925,2925
2026-03-24T12:22:35+00:00,2.927,2927
2026-03-24T12:27:55+00:00,2.929,2929
2026-03-24T12:35:23+00:00,2.931,2931
2026-03-24T12:40:43+00:00,2.933,2933
2026-03-24T12:46:03+00:00,2.935,2935
2026-03-24T12:51:23+00:00,2.937,2937
2026-03-24T12:56:43+00:00,2.938,2938
2026-03-24T13:02:03+00:00,2.941,2941
2026-03-24T13:09:31+00:00,2.943,2943
2026-03-24T13:15:23+00:00,2.945,2945
2026-03-24T13:20:43+00:00,2.947,2947
2026-03-24T13:26:03+00:00,2.949,2949
2026-03-24T13:31:23+00:00,2.951,2951
2026-03-24T13:36:43+00:00,2.953,2953
2026-03-24T13:44:11+00:00,2.955,2955
2026-03-24T13:49:31+00:00,2.957,2957
2026-03-24T13:54:51+00:00,2.959,2959
2026-03-24T14:00:11+00:00,2.962,2962
2026-03-24T14:05:31+00:00,2.964,2964
2026-03-24T14:10:51+00:00,2.966,2966
2026-03-24T14:18:19+00:00,2.968,2968
2026-03-24T14:23:39+00:00,2.97,2970
2026-03-24T14:28:59+00:00,2.972,2972
2026-03-24T14:34:19+00:00,2.974,2974
2026-03-24T14:39:39+00:00,2.976,2976
2026-03-24T14:44:59+00:00,2.978,2978
2026-03-24T14:52:27+00:00,2.98,2980
2026-03-24T14:57:47+00:00,2.982,2982
2026-03-24T15:03:07+00:00,2.985,2985
2026-03-24T15:08:27+00:00,2.986,2986
2026-03-24T15:13:47+00:00,2.988,2988
2026-03-24T15:19:07+00:00,2.99,2990
2026-03-24T15:26:35+00:00,2.992,2992
2026-03-24T15:31:55+00:00,2.995,2995
2026-03-24T15:37:15+00:00,2.997,2997
2026-03-24T15:42:35+00:00,2.999,2999
2026-03-24T15:47:55+00:00,3.001,3001
2026-03-24T15:53:15+00:00,3.003,3003
2026-03-24T16:00:43+00:00,3.005,3005
2026-03-24T16:06:03+00:00,3.007,3007
2026-03-24T16:11:23+00:00,3.009,3009
2026-03-24T16:16:43+00:00,3.011,3011
2026-03-24T16:22:03+00:00,3.014,3014
2026-03-24T16:27:23+00:00,3.016,3016
2026-03-24T16:34:51+00:00,3.018,3018
2026-03-24T16:40:11+00:00,3.02,3020
2026-03-24T16:45:31+00:00,3.022,3022
2026-03-24T16:51:23+00:00,3.024,3024
2026-03-24T16:56:43+00:00,3.026,3026
2026-03-24T17:04:11+00:00,3.028,3028
2026-03-24T17:09:31+00:00,3.03,3030
2026-03-24T17:14:51+00:00,3.032,3032
2026-03-24T17:20:11+00:00,3.034,3034
2026-03-24T17:25:31+00:00,3.036,3036
2026-03-24T17:30:51+00:00,3.038,3038
2026-03-24T17:38:19+00:00,3.041,3041
2026-03-24T17:43:39+00:00,3.043,3043
2026-03-24T17:48:59+00:00,3.045,3045
2026-03-24T17:54:19+00:00,3.047,3047
2026-03-24T17:59:39+00:00,3.05,3050
2026-03-24T18:04:59+00:00,3.052,3052
2026-03-24T18:12:27+00:00,3.054,3054
2026-03-24T18:17:47+00:00,3.056,3056
2026-03-24T18:23:07+00:00,3.059,3059
2026-03-24T18:28:27+00:00,3.061,3061
2026-03-24T18:33:47+00:00,3.063,3063
2026-03-24T18:39:07+00:00,3.065,3065
2026-03-24T18:46:35+00:00,3.067,3067
2026-03-24T18:51:55+00:00,3.069,3069
2026-03-24T18:57:15+00:00,3.071,3071
2026-03-24T19:02:35+00:00,3.073,3073
2026-03-24T19:07:55+00:00,3.075,3075
2026-03-24T19:13:15+00:00,3.078,3078
2026-03-24T19:20:43+00:00,3.079,3079
2026-03-24T19:26:03+00:00,3.082,3082
2026-03-24T19:31:23+00:00,3.084,3084
2026-03-24T19:36:43+00:00,3.086,3086
2026-03-24T19:42:03+00:00,3.089,3089
2026-03-24T19:47:23+00:00,3.091,3091
2026-03-24T19:54:51+00:00,3.093,3093
2026-03-24T20:00:11+00:00,3.094,3094
2026-03-24T20:05:31+00:00,3.096,3096
2026-03-24T20:10:51+00:00,3.099,3099
2026-03-24T20:16:11+00:00,3.101,3101
2026-03-24T20:21:31+00:00,3.104,3104
2026-03-24T20:29:31+00:00,3.106,3106
2026-03-24T20:34:51+00:00,3.108,3108
2026-03-24T20:40:11+00:00,3.11,3110
2026-03-24T20:45:31+00:00,3.112,3112
2026-03-24T20:50:51+00:00,3.114,3114
2026-03-24T20:56:11+00:00,3.116,3116
2026-03-24T21:03:39+00:00,3.118,3118
2026-03-24T21:08:59+00:00,3.12,3120
2026-03-24T21:14:19+00:00,3.122,3122
2026-03-24T21:19:39+00:00,3.124,3124
2026-03-24T21:24:59+00:00,3.127,3127
